City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
422,maniitsoq,80,GL,1583983653,76,65.42,-52.9,13.57,10.94
423,agnibilekrou,48,CI,1583983654,97,7.13,-3.2,73.74,2.86
424,emba,50,KZ,1583983655,79,48.83,58.14,29.82,9.6
425,bilibino,100,RU,1583983656,92,68.05,166.44,-0.11,5.55
426,haapiti,75,PF,1583983657,62,-17.57,-149.87,87.8,9.17
427,vikramasingapuram,20,IN,1583983659,70,8.71,77.39,84.2,4.7
428,lagoa,31,PT,1583983660,73,39.05,-27.98,57.65,11.68
429,guanica,90,PR,1583983648,82,17.97,-66.91,77.0,4.7
430,cururupu,100,BR,1583983662,96,-1.83,-44.87,73.9,0.67
431,tocopilla,0,CL,1583983663,49,-22.09,-70.2,62.91,4.41
432,crotone,0,IT,1583983664,63,39.09,17.12,50.2,2.68
433,mezinovskiy,100,RU,1583983665,93,55.5,40.36,40.6,9.53
434,den helder,75,NL,1583983666,76,52.96,4.76,52.0,32.21
435,eregli,100,TR,1583983667,43,37.51,34.05,47.86,3.91
436,wukari,82,NG,1583983668,70,7.85,9.78,81.25,5.39
437,sistranda,75,NO,1583983669,70,63.73,8.83,39.99,8.05
438,saint-augustin,99,CA,1583983670,94,51.23,-58.65,13.89,4.36
439,muros,20,ES,1583983671,100,42.78,-9.06,53.01,4.7
440,huarmey,0,PE,1583983674,71,-10.07,-78.15,71.98,1.83
441,lindi,100,TZ,1583983389,97,-10.0,39.72,72.39,1.92
442,amambai,0,BR,1583983676,82,-23.1,-55.23,71.71,4.63
443,pa sang,0,TH,1583983677,30,18.53,98.94,88.0,3.36
444,marathon,90,US,1583983678,93,44.9,-89.77,36.0,3.36
445,mackay,75,AU,1583983679,74,-21.15,149.2,82.99,21.92
446,kanniyakumari,72,IN,1583983680,74,8.08,77.57,80.85,7.9
447,emilio carranza,0,MX,1583983681,84,19.97,-96.61,72.3,8.61
448,yarmouth,40,US,1583983682,81,41.71,-70.23,41.0,5.44
449,san patricio,20,MX,1583983098,78,19.22,-104.7,77.0,2.77
450,menongue,97,AO,1583983686,98,-14.66,17.69,61.65,3.04
451,madang,98,PG,1583983687,71,-5.22,145.8,82.76,3.83
452,denia,83,ES,1583983688,79,38.84,0.11,59.0,3.47
453,kirakira,100,SB,1583983689,81,-10.45,161.92,82.33,12.12
454,dunedin,2,NZ,1583983690,66,-45.87,170.5,60.01,8.99
455,bonfim,98,BR,1583983691,51,3.08,-59.95,85.33,12.59
456,bam,0,IR,1583983692,13,29.11,58.36,55.42,10.07
457,inhambane,0,MZ,1583983693,76,-23.86,35.38,76.68,6.42
458,tiznit,5,MA,1583983694,24,29.58,-9.5,62.02,6.49
459,ventspils,100,LV,1583983696,93,57.39,21.56,41.0,14.99
460,charters towers,15,AU,1583983697,53,-20.1,146.27,86.67,15.52
461,panguna,100,PG,1583983425,84,-6.32,155.48,75.4,9.44
462,umm kaddadah,3,SD,1583983699,11,13.6,26.69,76.33,12.66
463,susaki,40,JP,1583983700,40,33.37,133.28,53.6,8.05
464,cabo san lucas,5,MX,1583983694,41,22.89,-109.91,78.8,11.41
465,roi et,1,TH,1583983702,52,16.06,103.65,96.01,11.41
466,ayr,96,GB,1583983703,78,55.46,-4.63,34.0,14.99
467,mayo,1,US,1583983704,81,38.89,-76.51,50.0,4.7
468,cairns,90,AU,1583983634,94,-16.92,145.77,80.01,16.11
469,haines junction,76,CA,1583983706,86,60.75,-137.51,-5.01,4.34
470,markova,76,UA,1583983709,93,48.68,24.41,35.6,4.47
471,grants pass,1,US,1583983620,54,42.44,-123.33,55.4,4.7
472,alofi,75,NU,1583983711,88,-19.06,-169.92,82.4,2.24
473,brodokalmak,34,RU,1583983712,92,55.57,62.08,30.2,6.71
474,santa cruz,34,BO,1583983593,78,-17.8,-63.17,80.6,8.05
475,diapaga,75,BF,1583983715,9,12.07,1.79,78.62,3.71
476,abancay,96,PE,1583983652,96,-13.63,-72.88,50.0,3.02
477,buturlino,100,RU,1583983717,93,55.57,44.9,43.9,16.96
478,arica,11,CL,1583983718,69,-18.48,-70.3,73.4,3.36
479,muisne,3,EC,1583983719,90,0.6,-80.03,75.36,3.98
480,nikolayevsk-na-amure,36,RU,1583983720,82,53.14,140.73,14.68,12.55
481,tilhar,86,IN,1583983721,71,27.98,79.73,66.99,7.27
482,waipawa,83,NZ,1583983723,59,-41.41,175.52,63.0,17.22
483,kassala,38,SD,1583983724,60,15.45,36.4,72.64,5.21
484,balkanabat,87,TM,1583983725,26,39.51,54.37,47.07,0.58
485,valparaiso,75,CL,1583983726,93,-33.04,-71.63,60.8,3.36
486,saposoa,20,PE,1583983727,100,-6.93,-76.77,62.6,2.28
487,huanren,100,CN,1583983728,95,41.26,125.37,30.24,3.22
488,camara de lobos,20,PT,1583983729,67,32.63,-16.97,57.99,1.12
489,sant julia de loria,100,AD,1583983731,63,42.46,1.48,52.0,3.71
490,komsomolskiy,75,UZ,1583983732,80,40.43,71.72,41.0,4.7
491,neyshabur,0,IR,1583983733,40,36.21,58.8,40.35,0.85
492,vanavara,100,RU,1583983734,90,60.34,102.28,20.97,11.65
493,correntina,100,BR,1583983736,99,-13.34,-44.64,68.34,1.21
494,benguela,95,AO,1583983737,83,-12.58,13.41,78.71,2.82
495,elizabeth city,1,US,1583983644,87,36.29,-76.25,55.99,3.36
496,tsumeb,83,NA,1583983739,56,-19.23,17.72,70.92,6.33
497,nikel,97,RU,1583983740,92,69.41,30.22,24.8,21.92
498,bogorodskoye,99,RU,1583983741,91,56.55,37.88,38.41,13.76
499,namatanai,100,PG,1583983742,74,-3.67,152.43,84.02,13.78
500,tautira,75,PF,1583983745,62,-17.73,-149.15,87.8,9.17
501,san cosme y damian,92,PY,1583983746,57,-27.32,-56.35,80.6,4.7
502,mwinilunga,100,ZM,1583983747,93,-11.74,24.43,62.11,1.07
503,urucui,99,BR,1583983748,85,-7.23,-44.56,74.12,0.54
504,shizukuishi,75,JP,1583983749,49,39.68,140.98,46.4,8.05
505,parrita,3,CR,1583983750,53,9.52,-84.32,73.4,18.34
506,tianpeng,40,CN,1583983751,55,30.99,103.94,66.0,2.24
507,cukai,40,MY,1583983752,79,4.25,103.42,86.0,6.93
508,sabang,23,ID,1583983753,73,5.89,95.32,83.07,8.41
509,mkushi,100,ZM,1583983754,96,-13.62,29.39,65.41,7.85
510,papetoai,75,PF,1583983755,62,-17.5,-149.87,87.8,9.17
511,sechelt,20,CA,1583983564,42,49.47,-123.77,46.4,11.41
512,pullman,1,US,1583983602,41,46.73,-117.18,48.99,8.05
513,stanovoye,84,RU,1583983759,88,52.76,38.36,40.71,13.89
514,resistencia,3,AR,1583983760,61,-27.46,-58.98,80.01,8.05
515,tokur,100,RU,1583983761,78,53.13,132.9,17.06,2.08
516,guiglo,0,CI,1583983763,90,6.55,-7.5,74.73,3.4
517,marfino,90,RU,1583983764,86,55.7,37.38,44.01,13.42
518,hambantota,75,LK,1583983765,88,6.12,81.12,80.6,3.36
519,chenghai,75,CN,1583983766,72,23.46,116.77,64.4,6.71
520,nemuro,20,JP,1583983767,55,43.32,145.57,37.4,6.93
521,kourou,0,GF,1583983769,88,5.16,-52.65,71.6,5.64
522,carnarvon,0,AU,1583983770,51,-24.87,113.63,86.0,14.99
523,sume,21,BR,1583983771,89,-7.67,-36.88,72.07,3.42
524,athmallik,0,IN,1583983772,62,20.72,84.53,80.98,2.73
525,chimbote,8,PE,1583983774,70,-9.09,-78.58,74.61,3.0
526,brigantine,1,US,1583983775,61,39.41,-74.36,46.99,4.7
527,podyuga,100,RU,1583983776,98,61.09,40.86,34.86,6.24
528,lindas,40,NO,1583983778,80,60.74,5.16,39.99,21.92
529,saravan,75,AM,1583983779,69,39.72,45.65,39.2,6.93
530,isabela,40,PH,1583983780,66,6.71,121.97,87.8,10.29
531,gambela,11,ET,1583983782,66,8.25,34.58,75.88,3.53
532,bukoba,100,TZ,1583983783,75,-1.33,31.81,74.55,14.56
533,abu kamal,97,SY,1583983784,35,34.45,40.92,63.28,11.07
534,lavrentiya,88,RU,1583983780,91,65.58,-171.0,2.59,2.53
535,poplar bluff,1,US,1583983786,93,36.76,-90.39,59.0,3.2
536,cayenne,0,GF,1583983526,88,4.93,-52.33,71.6,5.64
537,marsh harbour,74,BS,1583983788,77,26.54,-77.06,72.14,13.62
538,celina,90,US,1583983653,81,40.55,-84.57,45.0,0.89
539,porto novo,40,BJ,1583983790,88,6.5,2.6,80.6,20.8
540,banda aceh,34,ID,1583983589,80,5.56,95.32,82.33,3.6
541,monte carmelo,0,BR,1583983792,93,-18.72,-47.5,66.2,5.06
542,sechura,6,PE,1583983793,84,-5.56,-80.82,75.65,6.29
543,noyabrsk,100,RU,1583983794,95,63.2,75.45,31.78,13.98
544,linkoping,59,SE,1583983796,75,58.41,15.62,42.8,13.87
545,bathsheba,20,BB,1583983767,73,13.22,-59.52,77.0,13.87
546,natal,75,BR,1583983798,94,-5.79,-35.21,78.8,3.36
547,palmer,75,US,1583983799,41,42.16,-72.33,46.4,5.82
548,shelburne,90,CA,1583983800,91,44.08,-80.2,33.8,5.82
549,okhotsk,100,RU,1583983801,54,59.38,143.3,17.33,27.65
550,jalu,41,LY,1583983802,61,29.03,21.55,55.65,13.76
551,ayan,0,RU,1583983803,68,56.45,138.17,9.34,12.57
552,esso,100,RU,1583983805,95,55.93,158.7,28.6,17.85
553,nossa senhora da gloria,38,BR,1583983806,80,-10.22,-37.42,77.83,8.97
554,maroantsetra,100,MG,1583983807,97,-15.43,49.73,70.61,3.15
555,olkhovatka,100,RU,1583983808,84,50.28,39.29,46.17,15.55
556,oranjestad,20,AW,1583983587,74,12.52,-70.03,78.8,19.46
557,tura,0,IN,1583983810,30,25.52,90.22,82.89,2.48
558,victor harbor,100,AU,1583983811,30,-35.57,138.62,91.0,10.29
559,pedernales,2,DO,1583983812,85,18.04,-71.74,67.12,3.04
560,nueva gerona,0,CU,1583983813,72,21.88,-82.8,75.97,15.99
561,blackpool,20,GB,1583983815,69,53.82,-3.05,42.01,29.97
562,setermoen,90,NO,1583983816,92,68.86,18.35,21.2,10.29
563,yaan,87,NG,1583983817,73,7.38,8.57,81.7,7.56
564,camacha,40,PT,1583983818,82,33.08,-16.33,59.0,9.17
565,cocobeach,20,GA,1583983819,94,1.0,9.58,78.8,6.93
566,mahina,75,PF,1583983820,62,-17.51,-149.49,87.8,9.17
567,tinaquillo,10,VE,1583983821,83,9.92,-68.3,65.66,4.94
568,tuban,100,ID,1583983822,67,-6.9,112.06,86.34,3.31
569,cap malheureux,40,MU,1583983823,94,-19.98,57.61,81.0,10.36
570,bosaso,100,SO,1583983757,63,11.28,49.18,76.44,12.73
571,kainantu,86,PG,1583983825,81,-6.29,145.87,69.89,1.99
572,taoudenni,0,ML,1583983786,16,22.68,-3.98,63.93,10.25
573,samandag,75,TR,1583983828,63,36.08,35.98,60.8,8.05
